nomedepartamento;nomelinha;sublinha;no_gerencia;gerencia;categoria;subcategoria
Malas e Mochilas;Sacola Tote;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Boxe;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Nicho e Prateleira Infantil;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Sacola Tote;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Sacolas de Viagem;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Acessórios;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Bolsas;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Mochilas Escolares;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Acessórios de Viagem;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Bolsas Térmicas;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Case e Pasta para Notebook;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Conjuntos de Malas;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Frasqueira;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Lancheiras, Estojos e Squeeze;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Lancheiras, Estojos e Squeeze;Bolsas, Capas e Estojos;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Malas Avulsas;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Mochilas;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Necessaire;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Pochetes;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Malas e Mochilas;Sacola Tote;;9;CL - CAMEBA/UD/3P;Puro 3P;Malas e Mochilas
Marketplace;NA;NA;n/a;n/a;n/a;n/a
Marketplace;Reabilitação e Aparelhos Médicos;Acessórios para Reabilitação e Aparelhos;n/a;n/a;n/a;n/a
Marketplace;;;n/a;n/a;n/a;n/a
Moda;Acessórios de Moda;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Bolsas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Bonés;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Caixas e Estojos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Carteiras;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Chapéus;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Chaveiros;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Cintos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Gorros;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Gravatas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Lenços e Cachecóis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Luvas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Meia-calça;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Meias;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Óculos de Sol;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;Tiaras e Fivelas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Anel;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Brincos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Colares;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Conjunto;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Piercings;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Pingentes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Pulseiras;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;Tornozeleira;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Blusas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Camisolas e Pijamas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Macacão;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Shorts e Bermudas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Vestidos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Casacos e Jaquetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Boleros e Coletes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Camisas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Conjuntos para Gestante;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Gestante;Saias;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Acessórios Lingerie;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Calcinhas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Camisetes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Camisolas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Cintas e Modeladores;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Conjunto Lingerie;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Gestante e Amamentação;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Pijamas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Robes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;Sutiãs;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;Cintas e Modeladores;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;Cueca Boxer e Sunga;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;Cueca Samba-canção;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;Cueca Slip;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;Pijamas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Praia;Biquinis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Praia;Maiôs;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Praia;Saídas de Praia;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Praia;Sungas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Praia;Bermudas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Biquínis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Boleros e Coletes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Casacos e Jaquetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Cintas e Modeladores;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Conjunto de Calcinha e Sutiã;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Macacões;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Maiôs;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Pijamas e Camisolas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Saias;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Sutiãs;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Vestidos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Ternos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Camisetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Blusas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Livro de Saúde;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Acessórios para Pneus;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Adereços;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Bermudas e Shorts;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Biografias;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Biologia;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Blazers;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Calcinhas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Camisas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Carenagem;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Componentes Elétricos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Conjuntos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Cortadores, Moedores e Raladores;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Cozinha;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Cubos e Prateleiras;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Culinária;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Dieta e Boa Forma;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Documentários;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Escuras;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Ficção Científica;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Guias e Mapas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Guidão e Painel;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Infantil - até 3 anos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Infantil - de 4 a 10 anos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Italiano;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Juvenil;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Lavabo;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Leite;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Lentes e Filtros;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Massageadores;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Meias-calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Óculos 3D;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Peças para Motor;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Qualidade;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Religião;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Revestimentos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Romance;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Rosto;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Saídas de Praia;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Scrapbooking;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Surf;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Temperos e Caldos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;Velas e Cachimbos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Acompanhamentos e Aperitivos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Agasalhos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Camisas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Casacos e Jaquetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Cuecas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Vitaminas e Fitoterápicos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Bermudas e Shorts;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Biscoitos e Torradas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Blazers;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Camisetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Cintos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Concentrado;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Novidades em Alimentos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Pijamas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Sungas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Ternos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Blusas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Boleros e Coletes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Camisas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Cardigãs e Suéteres;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Casacos e Jaquetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Macacão;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Saias;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Shorts e Bermudas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Vestidos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Papel Fotográfico;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;Terno;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Acessórios de Moda Infantil;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Blusinhas e Camisetas Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Calças Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Camisas Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Casacos e Coletes Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Conjuntos Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Macacão Infantil;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Moda Íntima Infantil;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Moda Praia Infantil;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Pijamas Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Saias e Vestidos Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Infantis;Bermudas e Shorts Infantis;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Calças;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Camisas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Camisas Polo;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Camisetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Cardigãs e Suéteres;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Casacos e Jaquetas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Coletes;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Shorts e Bermudas;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;Ternos;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Acessórios de Moda;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Bijuterias e Semijoias;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Feminina;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Moda Íntima Masculina;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Feminino;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Plus Size Masculino;Complementos Alimentares;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Femininas;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Moda;Roupas Masculinas;;9;CL - CAMEBA/UD/3P;Puro 3P;Moda
Móveis;Área de Serviço;::unspecified::;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Área de Serviço;Armários Multiuso;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Área de Serviço;Conjuntos para Área de Serviço;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Área de Serviço;Tábua de Passar com Móvel;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Área de Serviço;Área de Serviço;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Área de Serviço;Caixas e Cestas;6;Móveis;Área de Serviço;Área de Serviço
Móveis;Banheiro;::unspecified::;6;Móveis;Banheiro;Banheiro
Móveis;Banheiro;Armários de Banheiro;6;Móveis;Banheiro;Banheiro
Móveis;Banheiro;Banheiro;6;Móveis;Banheiro;Banheiro
Móveis;Banheiro;Conjuntos de Banheiro;6;Móveis;Banheiro;Banheiro
Móveis;Banheiro;Espelho para Banheiro;6;Móveis;Banheiro;Banheiro
Móveis;Banheiro;Gabinetes para Banheiro;6;Móveis;Banheiro;Banheiro
Móveis;Bar;::unspecified::;6;Móveis;Bar;Bar
Móveis;Bar;Bancos e Banquetas;6;Móveis;Bar;Bar
Móveis;Bar;Bar;6;Móveis;Bar;Bar
Móveis;Bar;Barzinho;6;Móveis;Bar;Bar
Móveis;Bar;Mesa para Bar;6;Móveis;Bar;Bar
Móveis;Colchões;::unspecified::;6;Móveis;Colchões;Cama Box Solteiro
Móveis;Colchões;Base Cama Box Casal;6;Móveis;Colchões;Cama Box Casal
Móveis;Colchões;Base Cama Box King;6;Móveis;Colchões;Cama Box King
Móveis;Colchões;Base Cama Box Queen;6;Móveis;Colchões;Cama Box Queen
Móveis;Colchões;Base Cama Box Solteiro;6;Móveis;Colchões;Cama Box Solteiro
Móveis;Colchões;Cama Box  King;6;Móveis;Colchões;Cama Box King
Móveis;Colchões;Cama Box  Queen;6;Móveis;Colchões;Cama Box Queen
Móveis;Colchões;Cama Box  Solteiro;6;Móveis;Colchões;Cama Box Solteiro
Móveis;Colchões;Cama Box Casal;6;Móveis;Colchões;Cama Box Casal
Móveis;Colchões;Colchão de Casal;6;Móveis;Colchões;Colchões de Casal
Móveis;Colchões;Colchão de Solteiro;6;Móveis;Colchões;Colchões de Solteiro
Móveis;Colchões;Colchão Infantil;6;Móveis;Colchões;Colchões Infantil
Móveis;Colchões;Colchão King;6;Móveis;Colchões;Colchões King
Móveis;Colchões;Colchão Queen;6;Móveis;Colchões;Colchões Queen
Móveis;Colchões;colchoes;6;Móveis;Colchões;Colchões de Solteiro
Móveis;Colchões;Colchões;6;Móveis;Colchões;Colchões de Casal
Móveis;Colchões;Colchão Super King;6;Móveis;Colchões;Colchões King
Móveis;Colchões;Cama Box Super King;6;Móveis;Colchões;Cama Box King
Móveis;Colchões;Macroeconomia;6;Móveis;Colchões;Colchões de Casal
Móveis;Cozinhas;::unspecified::;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Acessórios;6;Móveis;Acessórios Móveis;Acessórios Móveis
Móveis;Cozinhas;Ambiente Completo Cozinha;6;Móveis;Cozinha;Ambiente Completo
Móveis;Cozinhas;Balcões e Fruteiras;6;Móveis;Cozinha;Balcão
Móveis;Cozinhas;Cadeiras;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Calças;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Conjuntos de Mesas e Cadeiras de Cozinha;6;Móveis;Cozinha;Conjunto de Mesas e Cadeiras
Móveis;Cozinhas;Cozinha;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Cozinha Compacta;6;Móveis;Cozinha;Cozinha Compacta
Móveis;Cozinhas;Cozinha Modulada;6;Móveis;Cozinha;Cozinha Modulada
Móveis;Cozinhas;Cozinhas;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Cristaleira;6;Móveis;Cozinha;Outros
Móveis;Cozinhas;Mesas;6;Móveis;Cozinha;Mesas
Móveis;Cozinhas;Filtro;6;Móveis;Cozinha;Outros
Móveis;Escritório;::unspecified::;6;Móveis;Escritório;Outros
Móveis;Escritório;Cadeiras de Escritório;6;Móveis;Escritório;Cadeiras
Móveis;Escritório;Complementos para Escritório;6;Móveis;Escritório;Outros
Móveis;Escritório;Conjuntos para Escritório;6;Móveis;Escritório;Outros
Móveis;Escritório;Escrivaninhas;6;Móveis;Escritório;Mesa
Móveis;Escritório;Gaveteiros;6;Móveis;Escritório;Gaveteiros
Móveis;Escritório;Mesa de Escritório;6;Móveis;Escritório;Mesa
Móveis;Escritório;moveis de escritorio;6;Móveis;Escritório;Outros
Móveis;Escritório;Móveis de Escritório;6;Móveis;Escritório;Outros
Móveis;Escritório;Objetos Decorativos;6;Móveis;Acessórios Móveis;Acessórios Móveis
Móveis;Jardim e Lazer;::unspecified::;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Acessórios para Jardim;6;Móveis;Acessórios Móveis;Acessórios Móveis
Móveis;Jardim e Lazer;Bancos de Jardim;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Cadeiras para Áreas Externas;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Carrinho para Churrasco;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Chaise e Espreguiçadeiras;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Conjuntos para Jardim e Lazer;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Mesas para Áreas Externas;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Poltronas para Áreas Externas;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Jardim e Lazer;Sofá para Área Externa;6;Móveis;Jardim e Lazer;Jardim e Lazer
Móveis;Mesas e Móveis para Atividades;::unspecified::;6;Móveis;Acessórios Móveis;Acessórios Móveis
Móveis;NA;NA;6;Móveis;Acessórios Móveis;Acessórios Móveis
Móveis;Pneus;Pneus para Carro;7;CL - Auto e Ferramentas;Automotivo;Pneus para Carro
Móveis;Quarto Infantil e Bebê;::unspecified::;6;Móveis;Dormitório Infantil;Ambiente Completo Infantil
Móveis;Quarto Infantil e Bebê;Ambiente Completo Infantil;6;Móveis;Dormitório Infantil;Ambiente Completo Infantil
Móveis;Quarto Infantil e Bebê;Berços;6;Móveis;Dormitório Infantil;Berço
Móveis;Quarto Infantil e Bebê;Cadeira e Mesa Infantil;6;Móveis;Dormitório Infantil;Complementos
Móveis;Quarto Infantil e Bebê;Cama Infantil;6;Móveis;Dormitório Infantil;Camas
Móveis;Quarto Infantil e Bebê;Cômoda Infantil;6;Móveis;Dormitório Infantil;Cômoda e Criado Mudo
Móveis;Quarto Infantil e Bebê;Complementos Infantis;6;Móveis;Dormitório Infantil;Complementos
